OPTION_NAME,DATE,EOD_OPTION_PRICE_LAST,EOD_OPTION_PRICE_ASK,EOD_OPTION_PRICE_BID,IVOL_LAST,EOD_UNDERLYING_PRICE_ASK,EOD_UNDERLYING_PRICE_BID
PEP US 01/18/19 C100 Equity,3/12/2018,,112.8949966,14.80000019,1.128949966,15.7,19.3
PEP US 01/18/19 C100 Equity,3/13/2018,,113.6200028,15.44999981,1.136200028,16.46,19.96
PEP US 01/18/19 C100 Equity,3/14/2018,,112.6200028,15.14999962,1.126200028,15.5,19.51
PEP US 01/18/19 C100 Equity,3/15/2018,,112.1299973,14.64999962,1.121299973,15.31,20.18
PEP US 01/18/19 C100 Equity,3/16/2018,,111.8899994,14.14999962,1.118899994,14.7,18.95
PEP US 01/18/19 C100 Equity,3/19/2018,,110.449997,12.80000019,1.10449997,13.95,20.13
PEP US 01/18/19 C100 Equity,3/20/2018,,109.9100037,12.39999962,1.099100037,13.15,18.91
PEP US 01/18/19 C100 Equity,3/21/2018,,108.8199997,11.75,1.088199997,12.36,18.96
PEP US 01/18/19 C100 Equity,3/22/2018,,108.0999985,11.5,1.080999985,11.95,19.43
PEP US 01/18/19 C100 Equity,3/23/2018,,106.2399979,10.44999981,1.062399979,10.65,19.44
PEP US 01/18/19 C100 Equity,3/26/2018,,106.8600006,10.10000038,1.068600006,11.25,20.11
PEP US 01/18/19 C100 Equity,3/27/2018,,107.6699982,11.0,1.076699982,11.65,19.71
PEP US 01/18/19 C100 Equity,3/28/2018,,109.2600021,12.39999962,1.092600021,13.06,20.62
PEP US 01/18/19 C100 Equity,3/29/2018,,109.3499985,12.14999962,1.0934999850000002,13.4,21.55
PEP US 01/18/19 C100 Equity,3/30/2018,,109.3499985,12.14999962,1.0934999850000002,13.4,21.55
PEP US 01/18/19 C100 Equity,4/2/2018,,107.2300034,10.94999981,1.072300034,11.7,21.08
PEP US 01/18/19 C100 Equity,4/3/2018,,108.3099976,11.30000019,1.083099976,12.45,21.12
PEP US 01/18/19 C100 Equity,4/4/2018,,110.4800034,13.05000019,1.1048000340000002,14.2,21.76
PEP US 01/18/19 C100 Equity,4/5/2018,,110.7399979,13.0,1.107399979,14.15,21.16
PEP US 01/18/19 C100 Equity,4/6/2018,,109.5800018,12.19999981,1.0958000179999998,13.31,21.13
PEP US 01/18/19 C100 Equity,4/9/2018,,109.3199997,12.0,1.093199997,12.56,19.53
