OPTION_NAME,DATE,EOD_OPTION_PRICE_LAST,EOD_OPTION_PRICE_ASK,EOD_OPTION_PRICE_BID,IVOL_LAST,EOD_UNDERLYING_PRICE_ASK,EOD_UNDERLYING_PRICE_BID
KMB US 01/18/19 C95 Equity,4/11/2017,,132.5399933,36.20000076,1.325399933,39.5,27.52
KMB US 01/18/19 C95 Equity,4/12/2017,,133.0899963,37.0,1.330899963,40.0,27.83
KMB US 01/18/19 C95 Equity,4/13/2017,,132.7200012,36.79999924,1.327200012,39.41,26.84
KMB US 01/18/19 C95 Equity,4/14/2017,,132.7200012,36.79999924,1.327200012,39.41,26.84
KMB US 01/18/19 C95 Equity,4/17/2017,,133.2799988,36.70000076,1.332799988,40.1,27.74
KMB US 01/18/19 C95 Equity,4/18/2017,,133.8500061,36.59999847,1.338500061,40.8,29.01
KMB US 01/18/19 C95 Equity,4/19/2017,,133.2100067,37.90000153,1.332100067,40.5,29.16
KMB US 01/18/19 C95 Equity,4/20/2017,,131.6049957,37.09999847,1.316049957,39.8,30.49
KMB US 01/18/19 C95 Equity,4/21/2017,,130.1889954,33.59999847,1.3018899540000002,38.5,30.48
KMB US 01/18/19 C95 Equity,4/24/2017,,130.4700012,34.70000076,1.304700012,37.3,28.29
KMB US 01/18/19 C95 Equity,4/25/2017,,132.7299957,35.20000076,1.327299957,39.5,29.51
KMB US 01/18/19 C95 Equity,4/26/2017,,130.1799927,34.79999924,1.3017999270000002,36.71,25.83
KMB US 01/18/19 C95 Equity,4/27/2017,,129.8000031,34.0,1.298000031,37.0,27.04
KMB US 01/18/19 C95 Equity,4/28/2017,,129.7899933,33.0,1.2978999329999998,36.5,26.63
KMB US 01/18/19 C95 Equity,5/1/2017,,129.63000490000002,33.90000153,1.296300049,36.6,27.19
KMB US 01/18/19 C95 Equity,5/2/2017,,126.6800003,31.60000038,1.266800003,35.0,28.48
KMB US 01/18/19 C95 Equity,5/3/2017,,126.6800003,30.29999924,1.266800003,34.71,28.32
KMB US 01/18/19 C95 Equity,5/4/2017,,128.1649933,31.70000076,1.281649933,34.41,24.56
KMB US 01/18/19 C95 Equity,5/5/2017,,128.5599976,32.70000076,1.2855999759999999,35.1,25.43
KMB US 01/18/19 C95 Equity,5/8/2017,,128.3200073,32.79999924,1.283200073,34.71,24.97
KMB US 01/18/19 C95 Equity,5/9/2017,,128.1900024,32.5,1.281900024,34.41,24.37
KMB US 01/18/19 C95 Equity,5/10/2017,,129.125,34.09999847,1.29125,35.21,24.57
KMB US 01/18/19 C95 Equity,5/11/2017,,128.1000061,33.09999847,1.2810000609999999,34.3,24.52
KMB US 01/18/19 C95 Equity,5/12/2017,,127.9850006,32.90000153,1.279850006,34.1,24.35
KMB US 01/18/19 C95 Equity,5/15/2017,,128.0200043,33.0,1.280200043,34.1,24.41
KMB US 01/18/19 C95 Equity,5/16/2017,,127.4899979,32.5,1.274899979,33.6,24.12
KMB US 01/18/19 C95 Equity,5/17/2017,,127.9700012,33.09999847,1.2797000120000002,34.1,24.67
KMB US 01/18/19 C95 Equity,5/18/2017,,126.824997,31.89999962,1.26824997,32.8,23.61
KMB US 01/18/19 C95 Equity,5/19/2017,,127.2699966,32.0,1.272699966,33.3,23.94
KMB US 01/18/19 C95 Equity,5/22/2017,,127.1500015,31.89999962,1.271500015,33.21,24.09
KMB US 01/18/19 C95 Equity,5/23/2017,,126.7600021,31.79999924,1.267600021,32.91,24.15
KMB US 01/18/19 C95 Equity,5/24/2017,,128.0099945,32.09999847,1.280099945,34.0,24.39
KMB US 01/18/19 C95 Equity,5/25/2017,,129.4299927,33.59999847,1.2942999270000002,35.41,25.01
KMB US 01/18/19 C95 Equity,5/26/2017,,129.4199982,32.09999847,1.294199982,36.71,28.92
KMB US 01/18/19 C95 Equity,5/29/2017,,129.4199982,32.09999847,1.294199982,36.71,28.92
KMB US 01/18/19 C95 Equity,5/30/2017,,129.13000490000002,33.0,1.2913000490000002,35.71,26.88
KMB US 01/18/19 C95 Equity,5/31/2017,,129.7899933,33.5,1.2978999329999998,37.21,29.79
KMB US 01/18/19 C95 Equity,6/1/2017,,129.824997,32.0,1.29824997,37.0,29.01
KMB US 01/18/19 C95 Equity,6/2/2017,,130.63000490000002,33.0,1.306300049,38.0,29.94
KMB US 01/18/19 C95 Equity,6/5/2017,,130.8500061,33.0,1.308500061,38.0,29.38
KMB US 01/18/19 C95 Equity,6/6/2017,,130.9199982,33.5,1.309199982,38.5,30.83
KMB US 01/18/19 C95 Equity,6/7/2017,,130.1000061,33.59999847,1.3010000609999999,37.91,29.02
KMB US 01/18/19 C95 Equity,6/8/2017,,128.0700073,32.5,1.2807000729999998,36.5,29.75
KMB US 01/18/19 C95 Equity,6/9/2017,,128.7799988,32.0,1.287799988,36.3,27.31
KMB US 01/18/19 C95 Equity,6/12/2017,,128.8300018,33.0,1.288300018,37.3,30.33
KMB US 01/18/19 C95 Equity,6/13/2017,,129.2949982,32.59999847,1.292949982,36.91,28.17
KMB US 01/18/19 C95 Equity,6/14/2017,,130.3600006,33.59999847,1.303600006,38.41,30.06
KMB US 01/18/19 C95 Equity,6/15/2017,,130.7400055,34.09999847,1.307400055,37.8,27.32
KMB US 01/18/19 C95 Equity,6/16/2017,,130.0899963,34.0,1.300899963,38.3,30.46
KMB US 01/18/19 C95 Equity,6/19/2017,,132.699997,35.5,1.32699997,40.41,30.51
KMB US 01/18/19 C95 Equity,6/20/2017,,133.0500031,36.59999847,1.330500031,41.3,32.23
KMB US 01/18/19 C95 Equity,6/21/2017,,131.7400055,36.20000076,1.317400055,40.0,31.45
KMB US 01/18/19 C95 Equity,6/22/2017,,131.7599945,35.29999924,1.317599945,39.3,29.41
KMB US 01/18/19 C95 Equity,6/23/2017,,132.3000031,35.5,1.3230000309999999,40.5,31.63
KMB US 01/18/19 C95 Equity,6/26/2017,,133.4900055,37.0,1.334900055,41.41,31.52
KMB US 01/18/19 C95 Equity,6/27/2017,,131.4900055,35.5,1.3149000549999998,40.0,32.13
KMB US 01/18/19 C95 Equity,6/28/2017,,131.4850006,34.59999847,1.314850006,39.5,30.74
KMB US 01/18/19 C95 Equity,6/29/2017,,129.0599976,32.59999847,1.290599976,37.5,30.88
KMB US 01/18/19 C95 Equity,6/30/2017,,129.3200073,33.09999847,1.293200073,37.41,30.0
KMB US 01/18/19 C95 Equity,7/3/2017,,128.4299927,32.59999847,1.2842999270000002,37.0,30.51
KMB US 01/18/19 C95 Equity,7/4/2017,,128.4299927,32.59999847,1.2842999270000002,37.0,30.51
KMB US 01/18/19 C95 Equity,7/5/2017,,128.6600037,32.29999924,1.286600037,36.5,29.12
KMB US 01/18/19 C95 Equity,7/6/2017,,126.3899994,31.0,1.263899994,35.0,30.1
KMB US 01/18/19 C95 Equity,7/7/2017,,126.7600021,30.5,1.267600021,35.0,29.54
KMB US 01/18/19 C95 Equity,7/10/2017,,127.0999985,31.0,1.2709999850000002,35.5,30.28
KMB US 01/18/19 C95 Equity,7/11/2017,,125.8499985,29.60000038,1.258499985,34.5,30.41
KMB US 01/18/19 C95 Equity,7/12/2017,,124.7050018,28.5,1.247050018,33.0,29.19
KMB US 01/18/19 C95 Equity,7/13/2017,,124.0199966,28.70000076,1.240199966,32.5,29.2
KMB US 01/18/19 C95 Equity,7/14/2017,,124.5199966,28.10000038,1.245199966,32.91,29.34
KMB US 01/18/19 C95 Equity,7/17/2017,,124.5999985,28.0,1.245999985,32.8,29.07
KMB US 01/18/19 C95 Equity,7/18/2017,,124.5699997,28.0,1.245699997,32.91,29.46
KMB US 01/18/19 C95 Equity,7/19/2017,,123.8550034,27.5,1.238550034,32.5,29.89
KMB US 01/18/19 C95 Equity,7/20/2017,,123.6900024,27.60000038,1.236900024,32.0,28.94
KMB US 01/18/19 C95 Equity,7/21/2017,,125.2200012,28.0,1.252200012,32.41,26.62
KMB US 01/18/19 C95 Equity,7/24/2017,,123.8600006,28.10000038,1.238600006,32.41,29.83
KMB US 01/18/19 C95 Equity,7/25/2017,,124.6869965,27.60000038,1.246869965,31.8,26.72
KMB US 01/18/19 C95 Equity,7/26/2017,,122.2300034,27.29999924,1.222300034,30.4,28.38
KMB US 01/18/19 C95 Equity,7/27/2017,,123.8700028,27.0,1.238700028,31.4,27.4
KMB US 01/18/19 C95 Equity,7/28/2017,,122.5199966,25.5,1.225199966,30.0,26.51
KMB US 01/18/19 C95 Equity,7/31/2017,,123.199997,27.10000038,1.23199997,31.5,29.28
KMB US 01/18/19 C95 Equity,8/1/2017,,121.6299973,26.60000038,1.216299973,30.0,28.56
KMB US 01/18/19 C95 Equity,8/2/2017,,121.3600006,25.5,1.2136000059999998,29.0,26.63
KMB US 01/18/19 C95 Equity,8/3/2017,,121.6699982,25.0,1.2166999820000002,29.8,28.58
KMB US 01/18/19 C95 Equity,8/4/2017,,121.2799988,25.0,1.2127999879999998,29.11,27.2
KMB US 01/18/19 C95 Equity,8/7/2017,,121.4300003,25.20000076,1.214300003,29.5,27.97
KMB US 01/18/19 C95 Equity,8/8/2017,,121.4000015,25.39999962,1.214000015,29.11,26.98
KMB US 01/18/19 C95 Equity,8/9/2017,,121.4000015,25.89999962,1.214000015,29.5,28.13
KMB US 01/18/19 C95 Equity,8/10/2017,,121.1200028,25.39999962,1.211200028,29.5,28.89
KMB US 01/18/19 C95 Equity,8/11/2017,,120.6849976,24.89999962,1.206849976,28.8,28.01
KMB US 01/18/19 C95 Equity,8/14/2017,,121.7099991,25.39999962,1.217099991,29.0,26.6
KMB US 01/18/19 C95 Equity,8/15/2017,,122.2799988,26.70000076,1.2227999879999998,29.61,27.1
KMB US 01/18/19 C95 Equity,8/16/2017,,122.2200012,26.20000076,1.222200012,30.11,28.78
