OPTION_NAME,DATE,EOD_OPTION_PRICE_LAST,EOD_OPTION_PRICE_ASK,EOD_OPTION_PRICE_BID,IVOL_LAST,EOD_UNDERLYING_PRICE_ASK,EOD_UNDERLYING_PRICE_BID
AAP US 01/18/19 C150 Equity,6/14/2017,,13.19999981,11.19999981,0.29204,130.72,130.71
AAP US 01/18/19 C150 Equity,6/15/2017,,13.89999962,11.30000019,0.29965,131.22,131.21
AAP US 01/18/19 C150 Equity,6/16/2017,,12.89999962,11.10000038,0.29124,130.26,130.25
AAP US 01/18/19 C150 Equity,6/19/2017,,13.69999981,10.89999962,0.30819,129.59,129.58
AAP US 01/18/19 C150 Equity,6/20/2017,,11.5,9.10000038,0.31397,123.62,123.61
AAP US 01/18/19 C150 Equity,6/21/2017,,10.0,7.599999900000001,0.31281,119.95,119.94
AAP US 01/18/19 C150 Equity,6/22/2017,,10.39999962,8.19999981,0.31561,120.79,120.78
AAP US 01/18/19 C150 Equity,6/23/2017,,9.5,7.69999981,0.30704000000000004,119.7,119.69
AAP US 01/18/19 C150 Equity,6/26/2017,,10.80000019,8.5,0.31506,121.95,121.94
AAP US 01/18/19 C150 Equity,6/27/2017,,10.60000038,8.5,0.31103000000000003,122.05,122.04
AAP US 01/18/19 C150 Equity,6/28/2017,,7.69999981,7.099999900000001,0.29372,116.67,116.66
AAP US 01/18/19 C150 Equity,6/29/2017,,7.5,6.80000019,0.2938,116.13,116.12
AAP US 01/18/19 C150 Equity,6/30/2017,,7.900000099999999,7.0,0.2981,116.67,116.66
AAP US 01/18/19 C150 Equity,7/3/2017,,8.19999981,6.5,0.29414,118.42,118.41
AAP US 01/18/19 C150 Equity,7/4/2017,,8.19999981,6.5,0.29414,118.42,118.41
AAP US 01/18/19 C150 Equity,7/5/2017,,6.69999981,4.0,0.34932,105.3,105.29
AAP US 01/18/19 C150 Equity,7/6/2017,,5.5,4.0,0.33525999999999995,103.07,103.06
AAP US 01/18/19 C150 Equity,7/7/2017,,4.5999999,3.4000001,0.31859000000000004,102.1,102.09
AAP US 01/18/19 C150 Equity,7/10/2017,,4.0,3.29999995,0.30811,101.27,101.26
AAP US 01/18/19 C150 Equity,7/11/2017,,3.79999995,3.20000005,0.30918,100.17,100.16
AAP US 01/18/19 C150 Equity,7/12/2017,,4.0,3.29999995,0.3109,100.91,100.9
AAP US 01/18/19 C150 Equity,7/13/2017,,4.19999981,3.70000005,0.30356,103.3,103.29
AAP US 01/18/19 C150 Equity,7/14/2017,,4.30000019,3.5,0.31365,102.01,102.0
AAP US 01/18/19 C150 Equity,7/17/2017,,4.0,3.4000001,0.30760000000000004,101.74,101.73
AAP US 01/18/19 C150 Equity,7/18/2017,,3.70000005,3.29999995,0.30583000000000005,100.63,100.62
AAP US 01/18/19 C150 Equity,7/19/2017,,3.70000005,3.0,0.30510000000000004,100.84,100.83
AAP US 01/18/19 C150 Equity,7/20/2017,,4.5999999,3.5,0.31585,103.26,103.25
AAP US 01/18/19 C150 Equity,7/21/2017,,4.69999981,4.0999998999999985,0.3063,105.31,105.3
AAP US 01/18/19 C150 Equity,7/24/2017,,4.4000001,3.70000005,0.31119,103.17,103.16
AAP US 01/18/19 C150 Equity,7/25/2017,,4.69999981,4.0999998999999985,0.30796,105.32,105.31
AAP US 01/18/19 C150 Equity,7/26/2017,,5.19999981,4.4000001,0.31215,106.63,106.62
AAP US 01/18/19 C150 Equity,7/27/2017,,6.0,5.19999981,0.30789,110.2,110.19
AAP US 01/18/19 C150 Equity,7/28/2017,,5.9000001,5.30000019,0.30697,110.12,110.11
AAP US 01/18/19 C150 Equity,7/31/2017,,6.80000019,5.80000019,0.31472,112.07,112.06
AAP US 01/18/19 C150 Equity,8/1/2017,,7.0,6.5,0.3065,114.03,114.02
AAP US 01/18/19 C150 Equity,8/2/2017,,7.5,6.69999981,0.31421,114.46,114.45
AAP US 01/18/19 C150 Equity,8/3/2017,,6.900000099999999,5.5999999,0.32699,110.6,110.59
AAP US 01/18/19 C150 Equity,8/4/2017,,7.0,5.9000001,0.32694,110.99,110.98
AAP US 01/18/19 C150 Equity,8/7/2017,,6.599999900000001,4.9000001,0.32921,109.45,109.44
AAP US 01/18/19 C150 Equity,8/8/2017,,6.30000019,5.5,0.3232,109.37,109.36
AAP US 01/18/19 C150 Equity,8/9/2017,,6.19999981,5.4000001,0.32254,109.19,109.18
AAP US 01/18/19 C150 Equity,8/10/2017,,5.69999981,4.30000019,0.33057,106.2,106.19
AAP US 01/18/19 C150 Equity,8/11/2017,,6.0,4.69999981,0.3311,107.31,107.3
AAP US 01/18/19 C150 Equity,8/14/2017,,6.4000001,5.0,0.3281,109.44,109.43
AAP US 01/18/19 C150 Equity,8/15/2017,,2.04999995,1.54999995,0.33845,86.99,86.98
AAP US 01/18/19 C150 Equity,8/16/2017,,2.54999995,2.04999995,0.33126999999999995,91.7,91.69
AAP US 01/18/19 C150 Equity,8/17/2017,,2.8499999,2.25,0.33461,93.06,93.05
AAP US 01/18/19 C150 Equity,8/18/2017,,2.70000005,2.29999995,0.32695,93.34,93.33
AAP US 01/18/19 C150 Equity,8/21/2017,,2.95000005,2.5999999,0.32549,95.27,95.26
AAP US 01/18/19 C150 Equity,8/22/2017,,2.95000005,2.6500001,0.32245,95.79,95.78
AAP US 01/18/19 C150 Equity,8/23/2017,,2.6500001,2.25,0.32521,93.66,93.65
AAP US 01/18/19 C150 Equity,8/24/2017,,2.5,2.20000005,0.32305,93.09,93.08
AAP US 01/18/19 C150 Equity,8/25/2017,,3.0999999,2.45000005,0.32836,95.81,95.8
AAP US 01/18/19 C150 Equity,8/28/2017,,2.70000005,2.4000001,0.32243,94.64,94.63
AAP US 01/18/19 C150 Equity,8/29/2017,,2.79999995,2.5999999,0.32334,95.2,95.19
AAP US 01/18/19 C150 Equity,8/30/2017,,3.20000005,2.79999995,0.32726,96.84,96.83
AAP US 01/18/19 C150 Equity,8/31/2017,,3.4000001,2.8499999,0.32767,97.87,97.86
AAP US 01/18/19 C150 Equity,9/1/2017,,3.29999995,2.95000005,0.32452,97.89,97.88
AAP US 01/18/19 C150 Equity,9/4/2017,,3.29999995,2.95000005,0.32452,97.89,97.88
AAP US 01/18/19 C150 Equity,9/5/2017,,3.0999999,2.70000005,0.32700999999999997,96.65,96.64
AAP US 01/18/19 C150 Equity,9/6/2017,,3.0,2.45000005,0.33013000000000003,95.63,95.62
AAP US 01/18/19 C150 Equity,9/7/2017,,2.5,2.20000005,0.3259,93.42,93.41
