OPTION_NAME,DATE,EOD_OPTION_PRICE_LAST,EOD_OPTION_PRICE_ASK,EOD_OPTION_PRICE_BID,IVOL_LAST,EOD_UNDERLYING_PRICE_ASK,EOD_UNDERLYING_PRICE_BID
FDS US 08/17/18 C210 Equity,7/27/2018,,1.14999998,0.89999998,0.17314000000000002,203.39,203.38
FDS US 08/17/18 C210 Equity,7/30/2018,,0.60000002,0.44999999,0.1754,201.31,201.3
FDS US 08/17/18 C210 Equity,7/31/2018,,0.60000002,0.44999999,0.18126,201.28,201.27
FDS US 08/17/18 C210 Equity,8/1/2018,,0.40000001,0.30000001,0.17611000000000002,200.5,200.49
FDS US 08/17/18 C210 Equity,8/2/2018,,0.55000001,0.34999999,0.17413,202.17,202.16
FDS US 08/17/18 C210 Equity,8/3/2018,,0.55000001,0.34999999,0.16285999999999998,203.23,203.22
FDS US 08/17/18 C210 Equity,8/6/2018,,4.30000019,3.70000005,0.19075999999999999,212.48,212.47
FDS US 08/17/18 C210 Equity,8/7/2018,,4.69999981,4.4000001,0.18552000000000002,213.36,213.35
FDS US 08/17/18 C210 Equity,8/8/2018,,4.5999999,4.19999981,0.18445,213.4,213.39
FDS US 08/17/18 C210 Equity,8/9/2018,,4.5,4.0999998999999985,0.17399,213.59,213.58
FDS US 08/17/18 C210 Equity,8/10/2018,,3.9000001,3.0,0.21336999999999998,212.36,212.35
FDS US 08/17/18 C210 Equity,8/13/2018,,5.30000019,4.5999999,0.25841,214.56,214.55
FDS US 08/17/18 C210 Equity,8/14/2018,,7.19999981,6.19999981,0.32981,216.68,216.67
FDS US 08/17/18 C210 Equity,8/15/2018,,6.19999981,4.4000001,0.33121,215.84,215.83
FDX US 01/18/19 C100 Equity,9/15/2016,,65.75,62.0,0.34956,160.06,160.05
FDX US 01/18/19 C100 Equity,9/16/2016,,66.34999847,62.04999924,0.38042,158.87,158.86
FDX US 01/18/19 C100 Equity,9/19/2016,,68.5,64.0,0.37829,161.5,161.49
FDX US 01/18/19 C100 Equity,9/20/2016,,69.90000153,65.5,0.38261999999999996,162.97,162.96
FDX US 01/18/19 C100 Equity,9/21/2016,,78.90000153,74.5,0.36554,174.14,174.13
FDX US 01/18/19 C100 Equity,9/22/2016,,79.0,74.5,0.37418,173.79,173.78
FDX US 01/18/19 C100 Equity,9/23/2016,,80.30000305,76.0,0.38679,174.64,174.63
FDX US 01/18/19 C100 Equity,9/26/2016,,80.69999695,76.5,0.38732,175.37,175.36
FDX US 01/18/19 C100 Equity,9/27/2016,,81.69999695,77.0,0.38084,177.17,177.16
