OPTION_NAME,DATE,EOD_OPTION_PRICE_LAST,EOD_OPTION_PRICE_ASK,EOD_OPTION_PRICE_BID,IVOL_LAST,EOD_UNDERLYING_PRICE_ASK,EOD_UNDERLYING_PRICE_BID
THG US 02/15/19 C100 Equity,8/8/2018,,124.8099976,23.5,1.248099976,28.5,36.19
THG US 02/15/19 C100 Equity,8/9/2018,,124.4899979,23.5,1.2448999790000002,28.5,38.29
THG US 02/15/19 C100 Equity,8/10/2018,,125.1200028,23.5,1.251200028,28.5,37.43
THG US 02/15/19 C100 Equity,8/13/2018,,125.6500015,24.0,1.256500015,29.0,37.54
THG US 02/15/19 C100 Equity,8/14/2018,,127.2699966,26.0,1.272699966,31.0,40.4
THG US 02/15/19 C100 Equity,8/15/2018,,128.2599945,27.0,1.282599945,32.0,42.82
THG US 02/15/19 C100 Equity,8/16/2018,,128.9920044,27.5,1.289920044,32.5,41.38
THG US 02/15/19 C100 Equity,8/17/2018,,130.1900024,28.5,1.301900024,33.5,40.98
THG US 02/15/19 C100 Equity,8/20/2018,,130.1900024,28.5,1.301900024,33.5,40.98
THO US 01/18/19 C80 Equity,11/14/2017,,131.7899933,49.59999847,1.317899933,56.3,46.29
THO US 01/18/19 C80 Equity,11/15/2017,,131.9700012,52.5,1.3197000120000002,57.0,48.78
THO US 01/18/19 C80 Equity,11/16/2017,,131.0599976,51.59999847,1.310599976,56.0,47.7
THO US 01/18/19 C80 Equity,11/17/2017,,133.9900055,53.90000153,1.339900055,58.5,47.66
THO US 01/18/19 C80 Equity,11/20/2017,,135.08999630000002,55.5,1.3508999630000005,60.0,49.09
THO US 01/18/19 C80 Equity,11/21/2017,,137.699997,57.0,1.37699997,62.0,47.76
THO US 01/18/19 C80 Equity,11/22/2017,,137.03999330000002,55.09999847,1.3703999330000003,60.6,44.05
THO US 01/18/19 C80 Equity,11/23/2017,,137.03999330000002,55.09999847,1.3703999330000003,60.6,44.05
THO US 01/18/19 C80 Equity,11/24/2017,,137.0700073,56.5,1.370700073,61.5,47.68
THO US 01/18/19 C80 Equity,11/27/2017,,136.199997,57.09999847,1.36199997,61.0,48.68
THO US 01/18/19 C80 Equity,11/28/2017,,154.5500031,73.59999847,1.545500031,78.5,52.57
THO US 01/18/19 C80 Equity,11/29/2017,,155.2400055,74.59999847,1.552400055,79.5,54.58
THO US 01/18/19 C80 Equity,11/30/2017,,153.8000031,72.5,1.538000031,77.41,50.18
THO US 01/18/19 C80 Equity,12/1/2017,,151.5099945,71.0,1.515099945,75.91,53.54
THO US 01/18/19 C80 Equity,12/4/2017,,148.5099945,68.09999847,1.485099945,73.0,51.9
THO US 01/18/19 C80 Equity,12/5/2017,,150.08999630000002,69.59999847,1.5008999630000002,74.5,53.09
THO US 01/18/19 C80 Equity,12/6/2017,,148.66000369999998,68.0,1.4866000369999997,73.0,52.85
THO US 01/18/19 C80 Equity,12/7/2017,,151.53999330000005,70.5,1.5153999330000003,75.5,53.09
THO US 01/18/19 C80 Equity,12/8/2017,,150.91999819999995,70.5,1.5091999819999995,75.41,55.15
THO US 01/18/19 C80 Equity,12/11/2017,,150.22000119999996,69.09999847,1.502200012,74.0,51.21
THO US 01/18/19 C80 Equity,12/12/2017,,149.4900055,68.59999847,1.494900055,73.5,52.22
THO US 01/18/19 C80 Equity,12/13/2017,,150.9400024,70.59999847,1.509400024,75.5,56.2
THO US 01/18/19 C80 Equity,12/14/2017,,148.9299927,68.5,1.4892999269999998,73.31,53.86
THO US 01/18/19 C80 Equity,12/15/2017,,149.97000119999996,69.5,1.499700012,74.41,54.96
THO US 01/18/19 C80 Equity,12/18/2017,,154.0500031,73.0,1.540500031,78.0,54.94
THO US 01/18/19 C80 Equity,12/19/2017,,153.9400024,73.59999847,1.539400024,78.5,57.26
THO US 01/18/19 C80 Equity,12/20/2017,,153.77999880000004,73.09999847,1.5377999880000002,78.0,55.25
THO US 01/18/19 C80 Equity,12/21/2017,,152.77999880000004,72.09999847,1.5277999880000002,77.0,54.62
THO US 01/18/19 C80 Equity,12/22/2017,,151.6900024,71.5,1.5169000240000001,76.31,54.73
THO US 01/18/19 C80 Equity,12/25/2017,,151.6900024,71.5,1.5169000240000001,76.31,54.73
THO US 01/18/19 C80 Equity,12/26/2017,,153.1799927,72.5,1.5317999269999998,77.5,54.38
THO US 01/18/19 C80 Equity,12/27/2017,,152.1499939,72.0,1.5214999390000001,77.0,56.09
THO US 01/18/19 C80 Equity,12/28/2017,,153.08999630000002,72.0,1.5308999630000002,76.91,51.79
THO US 01/18/19 C80 Equity,12/29/2017,,150.8099976,70.59999847,1.508099976,75.5,54.99
THO US 01/18/19 C80 Equity,1/1/2018,,150.8099976,70.59999847,1.508099976,75.5,54.99
THO US 01/18/19 C80 Equity,1/2/2018,,155.3000031,74.5,1.5530000309999998,79.5,56.56
THO US 01/18/19 C80 Equity,1/3/2018,,155.40499880000004,75.09999847,1.554049988,80.0,57.8
THO US 01/18/19 C80 Equity,1/4/2018,,155.5500031,75.0,1.555500031,80.0,56.74
THO US 01/18/19 C80 Equity,1/5/2018,,154.8789978,74.0,1.548789978,78.91,53.79
THO US 01/18/19 C80 Equity,1/8/2018,,153.61999509999995,73.09999847,1.5361999509999995,78.0,55.43
THO US 01/18/19 C80 Equity,1/9/2018,,153.7400055,73.59999847,1.537400055,78.5,57.05
THO US 01/18/19 C80 Equity,1/10/2018,,152.46499630000002,71.59999847,1.5246499630000003,76.5,53.16
THO US 01/18/19 C80 Equity,1/11/2018,,156.75,76.0,1.5675,81.0,57.05
THO US 01/18/19 C80 Equity,1/12/2018,,156.2700043,76.5,1.5627000430000002,81.0,59.16
