OPTION_NAME,DATE,EOD_OPTION_PRICE_LAST,EOD_OPTION_PRICE_ASK,EOD_OPTION_PRICE_BID,IVOL_LAST,EOD_UNDERLYING_PRICE_ASK,EOD_UNDERLYING_PRICE_BID
XLNX US 01/18/19 C30 Equity,4/20/2017,,29.0,25.85000038,0.49439,57.75,57.74
XLNX US 01/18/19 C30 Equity,4/21/2017,,30.20000076,25.54999924,0.59192,57.72,57.71
XLNX US 01/18/19 C30 Equity,4/24/2017,,31.89999962,28.54999924,0.52242,60.57,60.56
XLNX US 01/18/19 C30 Equity,4/25/2017,,32.04999924,29.14999962,0.5281100000000001,60.67,60.66
XLNX US 01/18/19 C30 Equity,4/26/2017,,32.0,29.45000076,0.57772,59.93,59.92
XLNX US 01/18/19 C30 Equity,4/27/2017,,35.90000153,32.40000153,0.5704199999999999,64.38,64.37
XLNX US 01/18/19 C30 Equity,4/28/2017,,35.40000153,32.65000153,0.61527,63.14,63.13
XLNX US 01/18/19 C30 Equity,5/1/2017,,34.84999847,31.95000076,0.5525,63.44,63.43
XLNX US 01/18/19 C30 Equity,5/2/2017,,34.40000153,32.0,0.5703699999999999,62.69,62.68
XLNX US 01/18/19 C30 Equity,5/3/2017,,34.90000153,30.35000038,0.61549,62.6,62.59
XLNX US 01/18/19 C30 Equity,5/4/2017,,34.04999924,31.54999924,0.52156,62.96,62.95
XLNX US 01/18/19 C30 Equity,5/5/2017,,35.65000153,32.0,0.62847,63.35,63.34
XLNX US 01/18/19 C30 Equity,5/8/2017,,35.20000076,32.70000076,0.49257,64.57,64.56
XLNX US 01/18/19 C30 Equity,5/9/2017,,35.0,34.5,0.45835,64.66,64.65
XLNX US 01/18/19 C30 Equity,5/10/2017,,35.5,33.59999847,0.51786,64.59,64.58
XLNX US 01/18/19 C30 Equity,5/11/2017,,35.75,34.04999924,0.5464100000000001,64.57,64.56
XLNX US 01/18/19 C30 Equity,5/12/2017,,35.70000076,33.20000076,0.5365,64.27,64.26
XLNX US 01/18/19 C30 Equity,5/15/2017,,37.15000153,33.5,0.62233,64.74,64.73
XLNX US 01/18/19 C30 Equity,5/16/2017,,36.20000076,34.79999924,0.47339,65.46,65.45
XLNX US 01/18/19 C30 Equity,5/17/2017,,36.25,34.70000076,0.5504100000000001,64.76,64.75
XLNX US 01/18/19 C30 Equity,5/18/2017,,38.25,35.29999924,0.6520999999999999,65.63,65.62
XLNX US 01/18/19 C30 Equity,5/19/2017,,37.75,35.09999847,0.5305,66.6,66.59
XLNX US 01/18/19 C30 Equity,5/22/2017,,39.45000076,36.15000153,0.61112,67.52,67.51
XLNX US 01/18/19 C30 Equity,5/23/2017,,34.84999847,32.84999847,0.49606999999999996,63.91,63.9
XLNX US 01/18/19 C30 Equity,5/24/2017,,35.25,33.79999924,0.48313,64.46,64.45
