OPTION_NAME,DATE,EOD_OPTION_PRICE_LAST,EOD_OPTION_PRICE_ASK,EOD_OPTION_PRICE_BID,IVOL_LAST,EOD_UNDERLYING_PRICE_ASK,EOD_UNDERLYING_PRICE_BID
NEM US 01/18/19 C20 Equity,11/22/2017,,36.70500183,16.95000076,0.3670500183,17.21,38.78
NEM US 01/18/19 C20 Equity,11/23/2017,,36.70500183,16.95000076,0.3670500183,17.21,38.78
NEM US 01/18/19 C20 Equity,11/24/2017,,36.68000031,16.79999924,0.36680000310000005,17.36,42.74
NEM US 01/18/19 C20 Equity,11/27/2017,,37.09999847,17.25,0.3709999847,17.75,43.28
NEM US 01/18/19 C20 Equity,11/28/2017,,37.15999985,17.14999962,0.37159999850000003,17.75,41.72
NEM US 01/18/19 C20 Equity,11/29/2017,,36.58499908,16.64999962,0.36584999079999997,17.71,51.32
NEM US 01/18/19 C20 Equity,11/30/2017,,36.9598999,16.70000076,0.369598999,17.5,40.71
NEM US 01/18/19 C20 Equity,12/1/2017,,37.18999863,17.29999924,0.37189998630000004,17.86,43.63
NEM US 01/18/19 C20 Equity,12/4/2017,,36.90000153,16.89999962,0.36900001530000004,17.4,39.26
NEM US 01/18/19 C20 Equity,12/5/2017,,36.20999908,16.29999924,0.3620999908000001,16.9,42.83
NEM US 01/18/19 C20 Equity,12/6/2017,,35.83499908,15.94999981,0.35834999079999996,16.15,34.75
NEM US 01/18/19 C20 Equity,12/7/2017,,35.9211998,16.0,0.359211998,16.36,36.56
NEM US 01/18/19 C20 Equity,12/8/2017,,35.38990021,15.55000019,0.3538990021,16.0,40.53
NEM US 01/18/19 C20 Equity,12/11/2017,,34.57500076,14.75,0.34575000759999996,15.06,36.54
NEM US 01/18/19 C20 Equity,12/12/2017,,34.59000015,14.60000038,0.3459000015,15.11,37.35
NEM US 01/18/19 C20 Equity,12/13/2017,,35.79000092,14.5,0.35790000920000004,17.46,60.65
NEM US 01/18/19 C20 Equity,12/14/2017,,35.90999985,15.94999981,0.3590999985,16.4,39.21
